Number	Accession	A's	T's	G's	C's	N's	Length	GC%
75602	FJ686925	570	413	375	343	24	1725	41.62
75603	GQ369895	273	240	263	206	14	996	47.09
75604	GQ369895	273	240	263	206	14	996	47.09
75605	GQ476040	580	419	386	313	24	1722	40.59
75606	GQ476041	460	366	331	256	20	1433	40.96
75607	GQ476042	292	237	249	206	14	998	45.59
75608	GQ476042	292	237	249	206	14	998	45.59
75609	GQ160528	493	312	398	294	21	1518	45.59
75610	GQ160529	451	367	329	263	20	1430	41.40
75611	GQ160530	273	214	202	174	12	875	42.97
75612	GQ160530	273	214	202	174	12	875	42.97
75613	GQ160531	598	408	380	315	24	1725	40.29
75614	GQ200205	705	496	529	421	30	2181	43.56
75615	GQ396729	769	491	588	432	32	2312	44.12
75616	GQ396730	811	507	517	439	32	2306	41.46
75617	GQ894895	284	235	255	208	14	996	46.49
75618	GQ894895	284	235	255	208	14	996	46.49
75619	GQ338412	284	235	255	208	14	996	46.49
75620	GQ338412	284	235	255	208	14	996	46.49
75621	GQ338413	452	367	328	263	20	1430	41.33
75622	GQ377044	450	366	329	263	22	1430	41.40
75623	GQ377045	599	407	379	315	25	1725	40.23
75624	CY040457	607	413	381	317	24	1742	40.07
75625	CY040458	439	369	329	260	19	1416	41.60
75626	CY041538	770	491	587	432	32	2312	44.07
75627	CY041539	812	507	516	439	32	2306	41.41
75628	CY041540	705	496	529	421	30	2181	43.56
75629	EF473480	357	246	229	224	15	1071	42.30
75630	EU516213	575	411	376	339	24	1725	41.45
75631	EU516231	441	365	331	272	21	1430	42.17
75632	FJ686978	461	367	331	254	20	1433	40.82
75633	FJ686979	583	419	382	312	26	1722	40.30
75634	GQ475747	291	237	250	206	14	998	45.69
75635	GQ475747	291	237	250	206	14	998	45.69
75636	EF473403	372	250	243	238	15	1118	43.02
75637	EF473412	373	250	242	238	15	1118	42.93
75638	EU100620	294	252	269	212	14	1041	46.21
75639	EU100620	294	252	269	212	14	1041	46.21
75640	EF473641	352	236	217	225	14	1044	42.34
75641	EF512557	452	380	337	279	20	1468	41.96
75642	EU501556	341	224	203	219	14	1001	42.16
75643	CY032093	353	241	222	224	14	1054	42.31
75644	CY032094	353	241	222	224	14	1054	42.31
75645	CY032095	353	241	222	224	14	1054	42.31
75646	CY032096	355	240	221	224	14	1054	42.22
75647	EU502345	339	224	205	219	14	1001	42.36
75648	EU502346	340	224	204	219	14	1001	42.26
75649	EU502347	342	227	201	217	14	1001	41.76
75650	CY026699	597	424	388	316	24	1749	40.25
75651	CY026700	288	238	251	205	14	996	45.78
75652	CY026700	288	238	251	205	14	996	45.78
75653	CY026701	461	369	332	259	20	1441	41.01
75654	CY026702	491	324	401	306	21	1543	45.82
75655	CY026703	267	213	209	160	12	861	42.86
75656	CY026703	267	213	209	160	12	861	42.86
75657	CY026704	743	539	519	399	31	2231	41.15
75658	CY026705	805	549	509	441	32	2336	40.67
75659	CY026705	805	549	509	441	32	2336	40.67
75660	CY026706	798	537	556	405	32	2328	41.28
75661	CY028203	591	421	396	323	25	1756	40.95
75662	CY028204	297	241	254	205	14	1011	45.40
75663	CY028204	297	241	254	205	14	1011	45.40
75664	CY028205	462	370	332	258	20	1442	40.92
75665	CY028206	495	323	399	305	21	1543	45.63
75666	CY028207	263	212	209	160	12	856	43.11
75667	CY028207	263	212	209	160	12	856	43.11
75668	CY028208	747	541	515	397	31	2231	40.88
75669	CY028209	808	551	510	435	32	2336	40.45
75670	CY028209	808	551	510	435	32	2336	40.45
75671	CY028210	806	542	555	405	32	2340	41.03
75672	CY028451	595	422	397	325	24	1763	40.95
75673	CY028452	290	238	252	204	14	998	45.69
75674	CY028452	290	238	252	204	14	998	45.69
75675	CY028453	457	386	339	250	20	1452	40.56
75676	CY028454	498	323	397	306	21	1545	45.50
75677	CY028455	263	209	208	161	12	853	43.26
75678	CY028455	263	209	208	161	12	853	43.26
75679	CY028456	744	542	519	395	31	2231	40.97
75680	CY028457	807	552	509	433	32	2333	40.38
75681	CY028457	807	552	509	433	32	2333	40.38
75682	CY028458	804	535	548	409	32	2328	41.11
75683	CY028107	594	424	398	324	24	1764	40.93
75684	CY028108	289	238	251	204	14	996	45.68
75685	CY028108	289	238	251	204	14	996	45.68
75686	CY028109	459	380	335	253	20	1447	40.64
75687	CY028110	493	323	397	302	21	1536	45.51
75688	CY028111	267	212	208	160	12	859	42.84
75689	CY028111	267	212	208	160	12	859	42.84
75690	CY028112	740	541	515	393	31	2220	40.90
75691	CY028113	805	550	507	436	32	2330	40.47
75692	CY028113	805	550	507	436	32	2330	40.47
75693	CY028114	809	531	542	408	32	2322	40.91
75694	CY026891	589	417	399	328	24	1757	41.38
75695	CY026892	289	236	253	204	14	996	45.88
75696	CY026892	289	236	253	204	14	996	45.88
75697	CY026893	466	381	329	251	20	1447	40.08
75698	CY026894	490	328	402	301	21	1542	45.59
75699	CY026895	267	211	205	161	12	856	42.76
75700	CY026895	267	211	205	161	12	856	42.76
75701	CY026896	743	539	514	392	31	2219	40.83
75702	CY026897	808	554	506	433	32	2333	40.25
75703	CY026897	808	554	506	433	32	2333	40.25
75704	CY026898	800	537	550	408	32	2327	41.17
75705	CY028075	601	419	398	328	24	1770	41.02
75706	CY028076	288	237	252	205	14	996	45.88
75707	CY028076	288	237	252	205	14	996	45.88
75708	CY028077	466	383	330	248	20	1447	39.94
75709	CY028078	490	326	401	303	21	1541	45.68
75710	CY028079	264	210	207	160	12	853	43.02
75711	CY028079	264	210	207	160	12	853	43.02
75712	CY028080	738	535	515	394	31	2213	41.08
75713	CY028081	807	547	504	433	32	2323	40.34
75714	CY028081	807	547	504	433	32	2323	40.34
75715	CY028082	802	537	553	408	32	2332	41.21
75716	CY026507	598	421	398	326	24	1767	40.97
75717	CY026508	294	238	253	204	14	1003	45.56
75718	CY026508	294	238	253	204	14	1003	45.56
75719	CY026509	458	380	336	252	20	1446	40.66
75720	CY026510	500	325	398	305	21	1549	45.38
75721	CY026511	268	212	210	161	12	863	42.99
75722	CY026511	268	212	210	161	12	863	42.99
75723	CY026512	747	541	516	396	31	2231	40.88
75724	CY026513	807	555	509	436	32	2339	40.40
75725	CY026513	807	555	509	436	32	2339	40.40
75726	CY026514	806	536	545	408	32	2327	40.95
75727	CY037783	583	418	400	325	24	1750	41.43
75728	CY037784	292	236	254	204	14	1000	45.80
75729	CY037784	292	236	254	204	14	1000	45.80
75730	CY037785	463	380	329	252	20	1444	40.24
75731	CY037786	484	322	398	297	21	1522	45.66
75732	CY037787	264	210	206	161	12	853	43.02
75733	CY037787	264	210	206	161	12	853	43.02
75734	CY037788	748	540	516	394	31	2229	40.83
75735	CY037789	810	550	505	435	32	2332	40.31
75736	CY037789	810	550	505	435	32	2332	40.31
75737	CY037790	801	537	552	408	32	2330	41.20
75738	CY027723	584	418	399	325	24	1750	41.37
75739	CY027724	288	237	254	203	14	996	45.88
75740	CY027724	288	237	254	203	14	996	45.88
75741	CY027725	460	381	329	251	20	1441	40.25
75742	CY027726	488	325	398	298	21	1530	45.49
75743	CY027727	272	212	206	161	12	863	42.53
75744	CY027727	272	212	206	161	12	863	42.53
75745	CY027728	739	538	514	390	31	2212	40.87
75746	CY027729	805	552	508	433	32	2330	40.39
75747	CY027729	805	552	508	433	32	2330	40.39
75748	CY027730	797	530	549	407	32	2315	41.30
75749	CY027379	596	419	401	327	24	1767	41.20
75750	CY027380	292	236	254	204	14	1000	45.80
75751	CY027380	292	236	254	204	14	1000	45.80
75752	CY027381	467	380	329	252	20	1448	40.12
75753	CY027382	491	327	400	302	21	1541	45.55
75754	CY027383	270	211	207	161	12	861	42.74
75755	CY027383	270	211	207	161	12	861	42.74
75756	CY027384	749	541	515	395	31	2231	40.79
75757	CY027385	812	553	506	436	32	2339	40.27
75758	CY027385	812	553	506	436	32	2339	40.27
75759	CY027386	803	541	551	409	32	2336	41.10
75760	CY027131	594	419	400	327	24	1764	41.21
75761	CY027132	288	236	254	204	14	996	45.98
75762	CY027132	288	236	254	204	14	996	45.98
75763	CY027133	464	380	329	252	20	1445	40.21
75764	CY027134	489	327	401	301	21	1539	45.61
75765	CY027135	270	212	206	161	12	861	42.62
75766	CY027135	270	212	206	161	12	861	42.62
75767	CY027136	748	541	517	394	31	2231	40.83
75768	CY027137	808	550	505	435	32	2330	40.34
75769	CY027137	808	550	505	435	32	2330	40.34
75770	CY027138	801	536	551	409	32	2329	41.22
75771	CY027243	593	424	403	324	24	1768	41.12
75772	CY027244	293	238	251	204	14	1000	45.50
75773	CY027244	293	238	251	204	14	1000	45.50
75774	CY027245	461	381	336	250	20	1448	40.47
75775	CY027246	492	322	399	307	21	1541	45.81
75776	CY027247	270	211	206	161	12	860	42.67
75777	CY027247	270	211	206	161	12	860	42.67
75778	CY027248	739	540	516	393	31	2219	40.96
75779	CY027249	801	551	506	434	32	2324	40.45
75780	CY027249	801	551	506	434	32	2324	40.45
75781	CY027250	800	537	553	407	32	2329	41.22
75782	CY027059	587	420	397	323	24	1751	41.12
75783	CY027060	287	237	253	205	14	996	45.98
75784	CY027060	287	237	253	205	14	996	45.98
75785	CY027061	460	381	335	252	20	1448	40.54
75786	CY027062	496	324	397	304	21	1542	45.46
75787	CY027063	267	211	208	161	12	859	42.96
75788	CY027063	267	211	208	161	12	859	42.96
75789	CY027064	743	541	518	396	31	2229	41.00
75790	CY027065	804	555	509	436	32	2336	40.45
75791	CY027065	804	555	509	436	32	2336	40.45
75792	CY027066	804	529	545	409	32	2319	41.14
75793	CY027115	597	422	397	325	24	1765	40.91
75794	CY027116	294	241	253	204	14	1006	45.43
75795	CY027116	294	241	253	204	14	1006	45.43
75796	CY027117	456	380	337	252	20	1445	40.76
75797	CY027118	492	322	398	303	21	1536	45.64
75798	CY027119	264	212	211	162	12	861	43.32
75799	CY027119	264	212	211	162	12	861	43.32
75800	CY027120	739	540	518	396	31	2224	41.10
75801	CY027121	806	548	508	437	32	2331	40.54
75802	CY027121	806	548	508	437	32	2331	40.54
75803	CY027122	806	536	547	407	32	2328	40.98
75804	CY027475	588	417	393	322	24	1744	41.00
75805	CY027476	292	237	248	205	14	996	45.48
75806	CY027476	292	237	248	205	14	996	45.48
75807	CY027477	453	380	336	252	20	1441	40.80
75808	CY027478	487	318	393	299	21	1518	45.59
75809	CY027479	256	209	211	162	11	849	43.93
75810	CY027479	256	209	211	162	11	849	43.93
75811	CY027480	729	528	512	386	30	2185	41.10
75812	CY027481	801	543	500	430	32	2306	40.33
75813	CY027481	801	543	500	430	32	2306	40.33
75814	CY027482	800	527	546	407	32	2312	41.22
75815	CY031140	585	422	397	323	24	1751	41.12
75816	CY031141	289	237	252	204	14	996	45.78
75817	CY031141	289	237	252	204	14	996	45.78
75818	CY031142	451	375	335	254	20	1435	41.05
75819	CY031143	494	326	398	303	21	1542	45.46
75820	CY031144	264	214	209	160	12	859	42.96
75821	CY031144	264	214	209	160	12	859	42.96
75822	CY031145	733	526	516	393	30	2198	41.36
75823	CY031146	809	553	505	430	32	2329	40.15
75824	CY031146	809	553	505	430	32	2329	40.15
75825	CY031147	793	526	553	409	32	2313	41.59
75826	CY028059	587	423	397	321	24	1752	40.98
75827	CY028060	289	238	251	204	14	996	45.68
75828	CY028060	289	238	251	204	14	996	45.68
75829	CY028061	458	380	335	253	20	1446	40.66
75830	CY028062	495	324	397	304	21	1541	45.49
75831	CY028063	263	212	210	161	12	858	43.24
75832	CY028063	263	212	210	161	12	858	43.24
75833	CY028064	738	538	514	392	31	2213	40.94
75834	CY028065	806	552	510	433	32	2333	40.42
75835	CY028065	806	552	510	433	32	2333	40.42
75836	CY028066	806	535	546	408	32	2327	41.00
75837	CY027267	582	422	396	322	24	1746	41.12
75838	CY027268	289	237	251	205	14	996	45.78
75839	CY027268	289	237	251	205	14	996	45.78
75840	CY027269	453	380	336	252	20	1441	40.80
75841	CY027270	493	322	397	302	21	1535	45.54
75842	CY027271	265	210	210	161	12	858	43.24
75843	CY027271	265	210	210	161	12	858	43.24
75844	CY027272	737	538	516	391	31	2213	40.99
75845	CY027273	806	550	507	435	32	2330	40.43
75846	CY027273	806	550	507	435	32	2330	40.43
75847	CY027274	807	533	545	409	32	2326	41.01
75848	CY027419	584	420	400	324	24	1752	41.32
75849	CY027420	287	238	253	204	14	996	45.88
75850	CY027420	287	238	253	204	14	996	45.88
75851	CY027421	454	376	333	250	20	1433	40.68
75852	CY027422	490	323	402	306	21	1542	45.91
75853	CY027423	266	210	207	161	12	856	42.99
75854	CY027423	266	210	207	161	12	856	42.99
75855	CY027424	734	537	517	393	31	2212	41.14
75856	CY027425	807	549	505	437	32	2330	40.43
75857	CY027425	807	549	505	437	32	2330	40.43
75858	CY027426	798	534	553	409	32	2326	41.36
75859	CY028395	590	418	396	325	24	1753	41.13
75860	CY028396	288	237	253	204	14	996	45.88
75861	CY028396	288	237	253	204	14	996	45.88
75862	CY028397	467	383	329	248	20	1447	39.88
75863	CY028398	487	324	400	300	21	1532	45.69
75864	CY028399	271	212	208	160	12	863	42.64
75865	CY028399	271	212	208	160	12	863	42.64
75866	CY028400	738	535	515	393	31	2212	41.05
75867	CY028401	808	550	505	435	32	2330	40.34
75868	CY028401	808	550	505	435	32	2330	40.34
75869	CY028402	801	538	553	407	32	2331	41.18
75870	CY027251	600	422	395	325	24	1766	40.77
75871	CY027252	291	238	249	204	14	996	45.48
75872	CY027252	291	238	249	204	14	996	45.48
75873	CY027253	454	380	336	252	20	1442	40.78
75874	CY027254	495	324	398	305	21	1543	45.56
75875	CY027255	263	212	211	162	12	860	43.37
75876	CY027255	263	212	211	162	12	860	43.37
75877	CY027256	736	537	516	392	31	2212	41.05
75878	CY027257	806	554	508	436	32	2336	40.41
75879	CY027257	806	554	508	436	32	2336	40.41
75880	CY027258	805	535	548	408	32	2328	41.07
75881	CY028003	587	418	397	325	24	1751	41.23
75882	CY028004	288	236	254	204	14	996	45.98
75883	CY028004	288	236	254	204	14	996	45.98
75884	CY028005	460	380	329	252	20	1441	40.32
75885	CY028006	492	328	402	301	21	1544	45.53
75886	CY028007	270	212	204	160	12	858	42.42
75887	CY028007	270	212	204	160	12	858	42.42
75888	CY028008	742	537	511	391	31	2212	40.78
75889	CY028009	806	554	507	434	32	2333	40.33
75890	CY028009	806	554	507	434	32	2333	40.33
75891	CY028010	801	537	551	408	32	2329	41.18
75892	CY037775	582	418	399	325	24	1748	41.42
75893	CY037776	295	235	254	205	14	1003	45.76
75894	CY037776	295	235	254	205	14	1003	45.76
75895	CY037777	464	382	329	250	20	1445	40.07
75896	CY037778	491	327	402	303	21	1544	45.66
75897	CY037779	265	210	205	161	12	853	42.91
75898	CY037779	265	210	205	161	12	853	42.91
75899	CY037780	748	539	515	393	31	2226	40.79
75900	CY037781	811	552	505	433	32	2333	40.21
75901	CY037781	811	552	505	433	32	2333	40.21
75902	CY037782	805	537	550	408	32	2332	41.08
75903	CY027635	587	421	395	322	24	1749	40.99
75904	CY027636	291	238	249	204	14	996	45.48
75905	CY027636	291	238	249	204	14	996	45.48
75906	CY027637	457	380	337	252	20	1446	40.73
75907	CY027638	494	323	398	305	21	1541	45.62
75908	CY027639	257	209	210	162	11	849	43.82
75909	CY027639	257	209	210	162	11	849	43.82
75910	CY027640	745	539	517	395	31	2227	40.95
75911	CY027641	803	552	508	432	32	2327	40.40
75912	CY027641	803	552	508	432	32	2327	40.40
75913	CY027642	804	534	548	408	32	2326	41.10
75914	CY027451	596	419	401	327	24	1767	41.20
75915	CY027452	289	236	253	204	14	996	45.88
75916	CY027452	289	236	253	204	14	996	45.88
75917	CY027453	467	381	329	251	20	1448	40.06
75918	CY027454	490	327	402	301	21	1541	45.62
75919	CY027455	267	210	203	161	12	853	42.67
75920	CY027455	267	210	203	161	12	853	42.67
75921	CY027456	739	537	514	393	31	2214	40.97
75922	CY027457	807	553	505	433	32	2330	40.26
75923	CY027457	807	553	505	433	32	2330	40.26
75924	CY027458	808	537	549	409	32	2335	41.03
75925	CY027747	594	419	401	327	24	1765	41.25
75926	CY027748	288	236	254	204	14	996	45.98
75927	CY027748	288	236	254	204	14	996	45.98
75928	CY027749	466	380	329	252	20	1447	40.15
75929	CY027750	489	327	402	299	21	1538	45.58
75930	CY027751	267	212	207	161	12	859	42.84
75931	CY027751	267	212	207	161	12	859	42.84
75932	CY027752	739	537	514	391	31	2212	40.91
75933	CY027753	810	550	504	434	32	2330	40.26
75934	CY027753	810	550	504	434	32	2330	40.26
75935	CY027754	797	530	550	406	32	2315	41.30
75936	CY027491	588	421	394	322	24	1749	40.94
75937	CY027492	293	237	252	207	14	1003	45.76
75938	CY027492	293	237	252	207	14	1003	45.76
75939	CY027493	455	380	337	252	20	1444	40.79
75940	CY027494	495	324	400	305	21	1545	45.63
75941	CY027495	263	212	210	162	12	859	43.31
75942	CY027495	263	212	210	162	12	859	43.31
75943	CY027496	742	539	517	395	31	2224	41.01
75944	CY027497	810	551	505	435	32	2333	40.29
75945	CY027497	810	551	505	435	32	2333	40.29
75946	CY027498	810	535	545	408	32	2330	40.90
75947	CY027731	586	419	398	324	24	1751	41.23
75948	CY027732	291	235	254	205	14	999	45.95
75949	CY027732	291	235	254	205	14	999	45.95
75950	CY027733	467	381	329	251	20	1448	40.06
75951	CY027734	491	328	402	302	21	1544	45.60
75952	CY027735	272	212	206	162	12	864	42.59
75953	CY027735	272	212	206	162	12	864	42.59
75954	CY027736	740	539	513	391	31	2214	40.83
75955	CY027737	806	551	506	432	32	2327	40.31
75956	CY027737	806	551	506	432	32	2327	40.31
75957	CY027738	803	538	550	407	32	2330	41.07
75958	CY028115	591	420	397	326	24	1758	41.13
75959	CY028116	294	238	249	204	14	999	45.35
75960	CY028116	294	238	249	204	14	999	45.35
75961	CY028117	453	380	336	252	20	1441	40.80
75962	CY028118	495	324	398	305	21	1543	45.56
75963	CY028119	261	211	210	162	12	856	43.46
75964	CY028119	261	211	210	162	12	856	43.46
75965	CY028120	745	541	518	396	31	2231	40.97
75966	CY028121	805	552	509	435	32	2333	40.46
75967	CY028121	805	552	509	435	32	2333	40.46
75968	CY028122	807	533	548	409	32	2329	41.09
75969	CY028091	584	419	400	325	24	1752	41.38
75970	CY028092	288	236	254	204	14	996	45.98
75971	CY028092	288	236	254	204	14	996	45.98
75972	CY028093	461	379	329	252	20	1441	40.32
75973	CY028094	490	328	402	301	21	1542	45.59
75974	CY028095	265	211	206	162	12	856	42.99
75975	CY028095	265	211	206	162	12	856	42.99
75976	CY028096	742	540	514	392	31	2219	40.83
75977	CY028097	808	551	505	434	32	2330	40.30
75978	CY028097	808	551	505	434	32	2330	40.30
75979	CY028098	801	533	551	408	32	2325	41.25
75980	CY062939	608	413	383	317	24	1745	40.11
75981	CY062940	287	235	252	208	14	996	46.18
75982	CY062940	287	235	252	208	14	996	46.18
75983	CY062941	452	372	330	264	20	1438	41.31
75984	CY062942	502	315	402	297	21	1537	45.48
75985	CY062943	265	208	203	168	12	856	43.34
75986	CY062943	265	208	203	168	12	856	43.34
75987	CY062944	709	506	532	421	31	2199	43.34
75988	CY062945	822	516	517	444	32	2331	41.23
75989	CY062946	777	498	585	432	32	2324	43.76
75990	CY062947	607	415	383	316	24	1745	40.06
75991	CY062948	286	235	253	208	14	996	46.29
75992	CY062948	286	235	253	208	14	996	46.29
75993	CY062949	451	370	331	266	20	1438	41.52
75994	CY062950	499	314	405	298	21	1537	45.74
75995	CY062951	267	209	201	167	12	856	42.99
75996	CY062951	267	209	201	167	12	856	42.99
75997	CY062952	709	503	534	423	30	2199	43.52
75998	CY062953	823	517	516	443	32	2331	41.14
75999	CY062954	772	497	590	433	32	2324	44.02
76000	CY062955	607	413	382	319	24	1745	40.17
76001	CY062956	286	235	253	208	14	996	46.29
76002	CY062956	286	235	253	208	14	996	46.29
76003	CY062957	453	372	329	264	20	1438	41.24
76004	CY062958	501	315	402	298	21	1537	45.54
76005	CY062959	267	208	201	168	12	856	43.11
76006	CY062959	267	208	201	168	12	856	43.11
76007	CY062960	710	502	532	425	30	2199	43.52
76008	CY062961	823	517	516	443	32	2331	41.14
76009	CY062962	769	498	593	432	32	2324	44.10
76010	CY062963	609	414	381	317	24	1745	40.00
76011	CY062964	286	235	253	208	14	996	46.29
76012	CY062964	286	235	253	208	14	996	46.29
76013	CY062965	453	372	329	264	20	1438	41.24
76014	CY062966	503	315	400	298	21	1537	45.41
76015	CY062967	266	208	203	167	12	856	43.22
76016	CY062967	266	208	203	167	12	856	43.22
76017	CY062968	713	503	529	424	30	2199	43.34
76018	CY062969	820	517	519	443	32	2331	41.27
76019	CY062970	775	497	586	434	32	2324	43.89
76020	CY062779	616	414	385	319	24	1758	40.05
76021	CY062780	289	235	254	209	14	1001	46.25
76022	CY062780	289	235	254	209	14	1001	46.25
76023	CY062781	452	371	332	265	20	1440	41.46
76024	CY062782	501	316	404	302	21	1544	45.73
76025	CY062783	270	209	202	169	12	862	43.04
76026	CY062783	270	209	202	169	12	862	43.04
76027	CY062784	714	504	531	426	31	2206	43.38
76028	CY062785	823	519	519	442	32	2335	41.16
76029	CY062786	772	497	590	434	32	2325	44.04
76030	CY063051	618	415	383	318	24	1758	39.87
76031	CY063052	289	237	254	207	14	1001	46.05
76032	CY063052	289	237	254	207	14	1001	46.05
76033	CY063053	453	372	330	265	20	1440	41.32
76034	CY063054	501	317	404	301	21	1544	45.66
76035	CY063055	271	208	201	170	12	862	43.04
76036	CY063055	271	208	201	170	12	862	43.04
76037	CY063056	714	504	531	426	31	2206	43.38
76038	CY063057	821	519	521	442	32	2335	41.24
76039	CY063058	773	498	589	433	32	2325	43.96
76040	CY063059	622	414	385	320	24	1765	39.94
76041	CY063060	289	236	254	208	14	1001	46.15
76042	CY063060	289	236	254	208	14	1001	46.15
76043	CY063061	452	372	332	264	20	1440	41.39
76044	CY063062	504	318	401	300	21	1544	45.40
76045	CY063063	269	209	203	169	12	862	43.16
76046	CY063063	269	209	203	169	12	862	43.16
76047	CY063064	712	503	534	426	31	2206	43.52
76048	CY063065	822	518	520	443	32	2335	41.24
76049	CY063066	773	499	589	432	32	2325	43.91
76050	CY066671	615	413	385	319	24	1756	40.09
76051	CY066672	289	235	254	209	14	1001	46.25
76052	CY066672	289	235	254	209	14	1001	46.25
76053	CY066673	452	371	332	265	20	1440	41.46
76054	CY066674	501	316	404	302	21	1544	45.73
